Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,..,36.9,..,40.7,..,..,..,..,35.1,..,..,33.5,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.4,..,..,..,..,..,46.6,..,..,..,43.6,..,41.8,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.4,..,..,40.9,..,..,..,45,..,..,..,..,..,40.3,..,..,..,..,40.9,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,..,..,..,..,19.1,..,..,..,17.5,..,..,..,..,..,13.7,..,..,..,..,..,14.4,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.5,..,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1,..,..,..,..,..,..,..,..,..,33.7,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9,..,..,..,..,15.7,..,..,..,8.9,..,13.2,..,..,..,..,10.9,..,..,..,..,..,8.1,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7,..,31.3,..,36.3,..,..,..,..,26.4,..,..,22.4,..,25.5,..,..,32.9,..,..,..,..,..,23.6,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8,..,..,..,..,30.9,..,27.7,..,..,..,..,..,26.1,..,25.9,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8,..,..,..,..,33.3,..,..,..,..,25.6,..,..,..,..,21.6,..,..,..,..,..,15.3,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.6,..,..,..,..,..,..,..,53.5,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.9,..,..,..,..,..,32.7,..,..,..,34,..,..,..,29.2,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.2,..,..,..,..,51.7,..,..,..,..,..,46.3,..,..,..,..,41.4,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.4,..,..,..,..,..,..,..,..,..,..,..,19.2,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,28.6,..,..,..,25.5,..,23.6,25.9,..,..,..,..,14.5,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7,..,..,..,..,38.4,..,..,29.7,..,30.1,..,..,25.3,..,..,20.4,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.8,..,..,..,54.6,51.1,..,55.3,..,..,..,..,..,..,51.5,..,..,..,..,..,47.3,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,..,..,42,..,..,..,..,..,37,32.2,..,..,..,34.5,..,33.8,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1,..,..,..,..,..,48.6,..,..,..,34.3,..,..,..,29.1,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.9,..,..,..,..,..,18.5,..,..,20.2,..,..,..,..,12.5,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8,..,..,..,..,..,31.4,..,..,..,..,..,33.1,..,..,..,..,..,23.5,..,..,..,..,24,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.5,..,..,..,..,31.4,..,..,..,..,..,24.3,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.8,..,..,..,..,..,..,..,..,38.3,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8,..,..,..,..,..,28.7,..,..,..,..,22.8,..,..,..,..,..,..,12.3,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,16,14.1,13.9,11.7,13.8,10.9,13.3,7.3,10.2,10,9.3,..,6.1,..,6.3,5.6,9.4,..,6.9,..,7.1,..,7,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,..,..,..,..,..,..,11.8,..,..,..,..,11.5,..,..,..,..,..,..,7.9,..,..,9.3,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6,..,..,..,..,..,..,17.9,..,..,..,13.2,..,..,..,..,7.7,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.8,43.2,..,..,..,..,..,44.3,..,..,39.6,..,44.5,..,..,37.4,..,..,..,..,..,29.9,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.7,..,..,..,..,..,20.2,..,13.8,..,..,..,12.5,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.9,..,..,..,..,..,48.3,..,..,..,..,45.7,..,..,..,37.4,..,34,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.9,..,..,..,..,..,..,42.2,..,..,41.9,..,..,34.7,..,..,32.3,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.7,..,..,..,..,..,..,..,..,..,..,..,54.3,..,..,..,..,51.5,..,..,51.5,..,..,..,..,..,44.6,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.8,..,..,..,..,..,64.8,..,56.7,..,61.3,..,55.1,..,55.3,..,..,..,51.3,..,..,..,45.7,39.3,41.5,..,41.4,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.8,..,..,..,..,39.9,..,..,..,29.9,..,..,..,..,32.9,..,..,28,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.3,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.6,..,..,..,..,..,..,..,..,..,38.8,..,..,..,..,..,..,33,26.4,..,..,31.2,25.4,..,..,29.6,..,..,25.5,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9,..,..,..,..,..,..,..,16,..,..,..,..,..,15.2,..,..,13,10.7,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,..,..,..,..,..,..,5.8,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4,..,..,..,..,29.2,..,..,..,..,16.4,..,..,11.1,..,..,9,..,10.9,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.4,..,..,..,..,..,..,..,10.3,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.2,..,..,..,..,31.2,..,..,..,..,30.9,..,..,..,..,..,24.4,..,..,..,..,..,..,..,15.9,..,..,..,..,..,17.4,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.4,..,49.4,..,..,..,..,46.7,..,..,45.1,..,..,..,46.8,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42,..,..,43.4,..,..,..,..,..,..,..,..,..,..,..,..,31.1,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.3,..,..,..,..,..,..,..,30.1,..,..,..,..,..,..,31.6,..,..,..,..,..,25.1,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7,..,..,..,..,49.1,..,..,..,..,41.4,..,..,36.3,..,36.2,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.2,..,..,..,..,32.2,..,..,26.8,..,..,..,..,24.2,..,..,..,..,..,18.2,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.5,..,..,..,..,..,..,..,55.6,..,..,..,..,..,56.9,..,..,..,..,..,42.5,44.4,44.6,..,42.8,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3,..,..,..,..,..,5.6,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.1,..,..,..,..,..,..,..,..,..,..,..,48.2,..,..,..,..,38.2,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.9,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6,..,..,..,..,..,25.2,..,..,..,..,19.5,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2,..,..,..,6.7,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1,..,..,..,..,32.9,..,..,..,32.5,..,..,..,..,32.7,..,29.9,..,24.8,25.1,20.1,18.8,18.7,15.9,15.6,13.9,13.8,12.4,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.5,..,31.1,..,33.9,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.4,..,..,..,..,..,..,..,50.6,..,..,..,..,52.7,..,..,..,..,47.5,..,46.6,..,..,41,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1,..,..,..,..,..,..,..,30.5,..,..,..,..,..,20.5,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.2,..,..,..,..,5.9,..,..,..,6.8,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,47.3,..,..,39.2,..,47.2,..,..,38.8,..,..,..,33.1,..,..,..
